Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981","RH (S-THC 21559981:22071558-2),%,21559981"
1779,25-06-26 09:30:00 -0500,344,12.646,36.216
1780,25-06-26 09:35:00 -0500,359,14.362,32.755
1781,25-06-26 09:40:00 -0500,372,14.019,33.606
1782,25-06-26 09:45:00 -0500,368,13.397,34.159
1783,25-06-26 09:50:00 -0500,532,15.928,32.621
1784,25-06-26 09:55:00 -0500,529,19.767,26.69
1785,25-06-26 10:00:00 -0500,427,20.089,26.291
1786,25-06-26 10:05:00 -0500,457,14.941,36.152
1787,25-06-26 10:10:00 -0500,451,13.462,38.862
1788,25-06-26 10:15:00 -0500,441,16.336,34.76
1789,25-06-26 10:20:00 -0500,506,16.25,34.846
1790,25-06-26 10:25:00 -0500,778,18.974,30.452
1791,25-06-26 10:30:00 -0500,708,24.829,24.967
1792,25-06-26 10:35:00 -0500,927,22.684,26.328
1793,25-06-26 10:40:00 -0500,628,21.226,26.177
1794,25-06-26 10:45:00 -0500,732,21.483,28.685
1795,25-06-26 10:50:00 -0500,824,17.622,30.716
1796,25-06-26 10:55:00 -0500,807,20.196,29.061
1797,25-06-26 11:00:00 -0500,748,23.842,23.593
1798,25-06-26 11:05:00 -0500,719,20.797,27.532
1799,25-06-26 11:10:00 -0500,692,18.781,31.289
1800,25-06-26 11:15:00 -0500,696,21.204,27.637
1801,25-06-26 11:20:00 -0500,696,18.03,30.05
1802,25-06-26 11:25:00 -0500,703,18.437,31.687
1803,25-06-26 11:30:00 -0500,704,18.051,31.157
1804,25-06-26 11:35:00 -0500,704,18.652,30.636
1805,25-06-26 11:40:00 -0500,701,18.695,31.403
1806,25-06-26 11:45:00 -0500,711,21.805,27.486
1807,25-06-26 11:50:00 -0500,709,18.652,30.649
1808,25-06-26 11:55:00 -0500,704,19.66,29.16
1809,25-06-26 12:00:00 -0500,734,19.767,30.318
1810,25-06-26 12:05:00 -0500,739,20.818,29.796
1811,25-06-26 12:10:00 -0500,697,18.48,30.945
1812,25-06-26 12:15:00 -0500,808,17.858,33.387
1813,25-06-26 12:20:00 -0500,787,18.738,29.828
1814,25-06-26 12:25:00 -0500,487,18.395,32.552
1815,25-06-26 12:30:00 -0500,352,17.429,33.918
1816,25-06-26 12:35:00 -0500,337,19.36,30.114
1817,25-06-26 12:40:00 -0500,396,15.199,35.689
1818,25-06-26 12:45:00 -0500,442,15.435,37.035
1819,25-06-26 12:50:00 -0500,563,17.108,34.923
1820,25-06-26 12:55:00 -0500,392,15.799,34.824
1821,25-06-26 13:00:00 -0500,316,14.169,37.806
1822,25-06-26 13:05:00 -0500,344,15.478,35.259
1823,25-06-26 13:10:00 -0500,301,15.435,35.743
1824,25-06-26 13:15:00 -0500,323,14.169,37.877
1825,25-06-26 13:20:00 -0500,823,16.743,34.209
1826,25-06-26 13:25:00 -0500,352,19.381,31.206
1827,25-06-26 13:30:00 -0500,343,18.995,30.988
1828,25-06-26 13:35:00 -0500,871,18.738,32.172
1829,25-06-26 13:40:00 -0500,341,17.236,32.808
1830,25-06-26 13:45:00 -0500,326,15.714,35.944
1831,25-06-26 13:50:00 -0500,502,16.357,34.662
1832,25-06-26 13:55:00 -0500,794,19.917,31.975
1833,25-06-26 14:00:00 -0500,669,20.797,28.461
1834,25-06-26 14:05:00 -0500,477,18.373,33.349
1835,25-06-26 14:10:00 -0500,267,16.035,35.744
1836,25-06-26 14:15:00 -0500,387,19.081,32.723
1837,25-06-26 14:20:00 -0500,267,14.813,38.14
1838,25-06-26 14:25:00 -0500,378,17.923,33.454
1839,25-06-26 14:30:00 -0500,249,17.344,34.108
1840,25-06-26 14:35:00 -0500,433,17.236,35.344
1841,25-06-26 14:40:00 -0500,342,18.459,32.108
1842,25-06-26 14:45:00 -0500,507,19.295,31.6
1843,25-06-26 14:50:00 -0500,444,19.982,30.864
1844,25-06-26 14:55:00 -0500,457,19.574,31.913
1845,25-06-26 15:00:00 -0500,442,17.944,34.035
1846,25-06-26 15:05:00 -0500,396,13.933,40.484
1847,25-06-26 15:10:00 -0500,124,15.113,38.317
1848,25-06-26 15:15:00 -0500,131,12.539,44.434
1849,25-06-26 15:20:00 -0500,133,12.475,45.751
1850,25-06-26 15:25:00 -0500,144,12.646,45.405
1851,25-06-26 15:30:00 -0500,173,12.968,43.336
1852,25-06-26 15:35:00 -0500,98,12.239,44.749
1853,25-06-26 15:40:00 -0500,107,11.896,44.717
1854,25-06-26 15:45:00 -0500,118,12.003,44.269
1855,25-06-26 15:50:00 -0500,117,13.762,41.495
1856,25-06-26 15:55:00 -0500,118,12.518,41.5
1857,25-06-26 16:00:00 -0500,81,12.153,43.07
1858,25-06-26 16:05:00 -0500,104,12.11,43.716
1859,25-06-26 16:10:00 -0500,124,14.319,38.355
1860,25-06-26 16:15:00 -0500,142,14.255,36.5
1861,25-06-26 16:20:00 -0500,171,17,31.028
1862,25-06-26 16:25:00 -0500,151,16.722,31.609
1863,25-06-26 16:30:00 -0500,118,16.529,32.383
1864,25-06-26 16:35:00 -0500,31,14.534,35.515
1865,25-06-26 16:40:00 -0500,58,11.896,41.958
1866,25-06-26 16:45:00 -0500,39,14.684,36.246
1867,25-06-26 16:50:00 -0500,22,13.955,36.49
1868,25-06-26 16:55:00 -0500,16,13.419,37.456
1869,25-06-26 17:00:00 -0500,13,12.797,38.849
1870,25-06-26 17:05:00 -0500,12,11.81,40.803
1871,25-06-26 17:10:00 -0500,11,8.185,49.944
1872,25-06-26 17:15:00 -0500,8,7.327,52.888
1873,25-06-26 17:20:00 -0500,7,7.006,54.705
1874,25-06-26 17:25:00 -0500,4,6.727,56.556
1875,25-06-26 17:30:00 -0500,2,6.663,58.483
1876,25-06-26 17:35:00 -0500,1,6.534,59.779
1877,25-06-26 17:40:00 -0500,1,6.105,61.262
1878,25-06-26 17:45:00 -0500,1,5.654,62.846
1879,25-06-26 17:50:00 -0500,1,5.504,63.645
1880,25-06-26 17:55:00 -0500,1,5.097,63.883
1881,25-06-26 18:00:00 -0500,1,4.754,65.107
1882,25-06-26 18:05:00 -0500,1,4.325,66.691
1883,25-06-26 18:10:00 -0500,1,3.402,70.056
1884,25-06-26 18:15:00 -0500,1,3.081,71.432
1885,25-06-26 18:20:00 -0500,1,3.209,71.901
1886,25-06-26 18:25:00 -0500,1,3.553,71.482
1887,25-06-26 18:30:00 -0500,1,3.917,70.04
1888,25-06-26 18:35:00 -0500,1,3.595,71.08
1889,25-06-26 18:40:00 -0500,1,3.746,70.999
1890,25-06-26 18:45:00 -0500,1,3.553,71.081
1891,25-06-26 18:50:00 -0500,1,3.595,71.063
1892,25-06-26 18:55:00 -0500,1,3.66,71.241
1893,25-06-26 19:00:00 -0500,1,3.445,71.585
1894,25-06-26 19:05:00 -0500,1,3.252,72.148
1895,25-06-26 19:10:00 -0500,1,3.167,73.359
1896,25-06-26 19:15:00 -0500,1,3.124,73.407
1897,25-06-26 19:20:00 -0500,1,3.081,74.577
1898,25-06-26 19:25:00 -0500,1,3.209,74.678
1899,25-06-26 19:30:00 -0500,1,3.338,74.807
1900,25-06-26 19:35:00 -0500,1,3.102,76.661
1901,25-06-26 19:40:00 -0500,1,3.102,77.139
1902,25-06-26 19:45:00 -0500,1,3.059,78.41
1903,25-06-26 19:50:00 -0500,1,3.145,79.097
1904,25-06-26 19:55:00 -0500,1,3.36,78.698
1905,25-06-26 20:00:00 -0500,1,2.952,79.568
1906,25-06-26 20:05:00 -0500,1,2.888,80.667
1907,25-06-26 20:10:00 -0500,1,2.587,81.103
1908,25-06-26 20:15:00 -0500,1,2.545,81.712
1909,25-06-26 20:20:00 -0500,1,2.351,82.791
1910,25-06-26 20:25:00 -0500,1,2.545,82.312
1911,25-06-26 20:30:00 -0500,1,2.437,82.773
1912,25-06-26 20:35:00 -0500,1,2.266,82.928
1913,25-06-26 20:40:00 -0500,1,2.33,83.406
1914,25-06-26 20:45:00 -0500,1,2.266,83.281
1915,25-06-26 20:50:00 -0500,1,2.373,83.346
1916,25-06-26 20:55:00 -0500,1,2.823,81.694
1917,25-06-26 21:00:00 -0500,1,1.794,84.125
1918,25-06-26 21:05:00 -0500,1,2.03,84.15
1919,25-06-26 21:10:00 -0500,1,1.708,84.276
1920,25-06-26 21:15:00 -0500,1,1.515,85.4
1921,25-06-26 21:20:00 -0500,1,1.494,85.67
1922,25-06-26 21:25:00 -0500,1,1.429,85.718
1923,25-06-26 21:30:00 -0500,1,1.258,86.247
1924,25-06-26 21:35:00 -0500,1,1.065,86.966
1925,25-06-26 21:40:00 -0500,1,0.829,88.522
1926,25-06-26 21:45:00 -0500,1,1.043,88.62
1927,25-06-26 21:50:00 -0500,1,1.215,88.788
1928,25-06-26 21:55:00 -0500,1,1.086,89.018
1929,25-06-26 22:00:00 -0500,1,0.807,89.883
1930,25-06-26 22:05:00 -0500,1,0.872,89.252
1931,25-06-26 22:10:00 -0500,1,0.657,90.387
1932,25-06-26 22:15:00 -0500,1,0.872,90.326
1933,25-06-26 22:20:00 -0500,1,0.872,90.44
1934,25-06-26 22:25:00 -0500,1,0.7,90.222
1935,25-06-26 22:30:00 -0500,1,0.4,91.987
1936,25-06-26 22:35:00 -0500,1,0.335,92.163
1937,25-06-26 22:40:00 -0500,1,0.228,92.245
1938,25-06-26 22:45:00 -0500,1,0.078,93.333
1939,25-06-26 22:50:00 -0500,1,-0.201,96.027
1940,25-06-26 22:55:00 -0500,1,0.164,95.042
1941,25-06-26 23:00:00 -0500,1,0.528,94.546
1942,25-06-26 23:05:00 -0500,1,0.099,94.195
1943,25-06-26 23:10:00 -0500,1,-0.994,95.329
1944,25-06-26 23:15:00 -0500,1,-2.153,97.925
1945,25-06-26 23:20:00 -0500,1,-2.217,98.955
1946,25-06-26 23:25:00 -0500,1,-3.01,99.371
1947,25-06-26 23:30:00 -0500,1,-2.817,100
1948,25-06-26 23:35:00 -0500,1,-2.496,99.696
1949,25-06-26 23:40:00 -0500,1,-3.204,100
1950,25-06-26 23:45:00 -0500,1,-3.697,100
1951,25-06-26 23:50:00 -0500,1,-3.439,98.379
1952,25-06-26 23:55:00 -0500,1,-2.71,98.297
1953,25-06-27 00:00:00 -0500,1,-1.659,100
1954,25-06-27 00:05:00 -0500,1,-3.182,98.1
1955,25-06-27 00:10:00 -0500,1,-3.311,97.627
1956,25-06-27 00:15:00 -0500,1,-3.804,98.81
1957,25-06-27 00:20:00 -0500,1,-3.611,98.35
1958,25-06-27 00:25:00 -0500,1,-3.053,98.117
1959,25-06-27 00:30:00 -0500,1,-3.289,97.752
1960,25-06-27 00:35:00 -0500,1,-4.019,97.343
1961,25-06-27 00:40:00 -0500,1,-3.697,97.888
1962,25-06-27 00:45:00 -0500,1,-3.847,97.298
1963,25-06-27 00:50:00 -0500,1,-4.941,97.304
1964,25-06-27 00:55:00 -0500,1,-4.319,97.343
1965,25-06-27 01:00:00 -0500,1,-5.005,97.011
1966,25-06-27 01:05:00 -0500,1,-4.855,97.249
1967,25-06-27 01:10:00 -0500,1,-4.447,97.224
1968,25-06-27 01:15:00 -0500,1,-4.941,97.517
1969,25-06-27 01:20:00 -0500,1,-5.134,97.687
1970,25-06-27 01:25:00 -0500,1,-4.748,97.221
1971,25-06-27 01:30:00 -0500,1,-4.426,97.348
1972,25-06-27 01:35:00 -0500,1,-5.22,97.101
1973,25-06-27 01:40:00 -0500,1,-5.155,96.878
1974,25-06-27 01:45:00 -0500,1,-4.662,98.361
1975,25-06-27 01:50:00 -0500,1,-4.533,97.467
1976,25-06-27 01:55:00 -0500,1,-4.49,97.391
1977,25-06-27 02:00:00 -0500,1,-5.005,97.414
1978,25-06-27 02:05:00 -0500,1,-5.434,97.375
1979,25-06-27 02:10:00 -0500,1,-5.649,97.24
1980,25-06-27 02:15:00 -0500,1,-5.027,97.285
1981,25-06-27 02:20:00 -0500,1,-5.112,97.197
1982,25-06-27 02:25:00 -0500,1,-4.834,97.263
1983,25-06-27 02:30:00 -0500,1,-4.812,97.23
1984,25-06-27 02:35:00 -0500,1,-5.22,97.661
1985,25-06-27 02:40:00 -0500,1,-5.456,97.115
1986,25-06-27 02:45:00 -0500,1,-5.734,96.846
1987,25-06-27 02:50:00 -0500,1,-6.635,96.771
1988,25-06-27 02:55:00 -0500,1,-6.12,96.992
1989,25-06-27 03:00:00 -0500,1,-5.756,97.009
1990,25-06-27 03:05:00 -0500,1,-6.12,97.05
1991,25-06-27 03:10:00 -0500,1,-5.842,97.253
1992,25-06-27 03:15:00 -0500,1,-5.734,96.841
1993,25-06-27 03:20:00 -0500,1,-6.206,96.849
1994,25-06-27 03:25:00 -0500,1,-6.871,96.713
1995,25-06-27 03:30:00 -0500,1,-6.785,97.496
1996,25-06-27 03:35:00 -0500,1,-6.764,97.235
1997,25-06-27 03:40:00 -0500,1,-5.734,99.477
1998,25-06-27 03:45:00 -0500,1,-5.756,100
1999,25-06-27 03:50:00 -0500,1,-6.571,96.53
2000,25-06-27 03:55:00 -0500,1,-7.107,96.648
2001,25-06-27 04:00:00 -0500,1,-7.665,96.703
2002,25-06-27 04:05:00 -0500,1,-5.649,100
2003,25-06-27 04:10:00 -0500,1,-7.086,96.269
2004,25-06-27 04:15:00 -0500,1,-7.772,96.332
2005,25-06-27 04:20:00 -0500,1,-8.115,96.246
2006,25-06-27 04:25:00 -0500,1,-8.051,96.46
2007,25-06-27 04:30:00 -0500,1,-6.957,96.753
2008,25-06-27 04:35:00 -0500,1,-7.343,96.681
2009,25-06-27 04:40:00 -0500,1,-7.536,97.565
2010,25-06-27 04:45:00 -0500,1,-8.008,96.181
2011,25-06-27 04:50:00 -0500,1,-7.665,96.689
2012,25-06-27 04:55:00 -0500,1,-6.978,97.33
